prefix	input_text	target_text
multilabel classification	this town sef na so them like church ni ‍️ to eat na war to buy fuel problem barb nsogbu	negative
multilabel classification	e pain me sha	negative
multilabel classification	bruno fernandes eric bailly and paul pogba dey train ️ awon pogba no dey happy at manchester united don lock up	negative
multilabel classification	as dem dey beat chelsea e dey sweet me for body	negative
multilabel classification	na the problem with attending day school be dat you never chop experience hope theyve sworn you in	negative
multilabel classification	abeg help me analyze because i have headache already how is it possible to order pizza from london you think say na waybill you dey do from enuguabuja abi	negative
multilabel classification	this love thing na scam how can i call someone close to hours and i still want to see the persons face tueeehhh great ones dont go down like this abeg its time to get involved in a masterclass abeg abeg	negative
multilabel classification	kí lon shele gan gan shey i go finish money i suppose use build house on top data ni im tired ó but i did more of graphic and product works this month na not much websites ‍️ ps thats just glo o mtn and smile too dey o im literally crying walahi	negative
multilabel classification	which kind wahala be this one na abi una dey plan us	negative
multilabel classification	person say mc galaxy no get sense na why e dey always sing about soup first na oha now na ogbono very soon na afang and edikakong he go sing i felt it	negative
multilabel classification	be like person put boiling ring inside our over head tank cos water wey dey comot from shower and tap be like wetin dem wan take make eba at am god abeg april no too early for rain to start to dey fall everyday nah abeg	negative
multilabel classification	lol why you con dey vex na	negative
multilabel classification	im not understanding hunku atom again ooo which one is quaker oat and ogbono with perfume oil abeg who get rope make dem bring am we go tie am werey la fin wo werey	negative
